make,model,variant,year,heavy_duty_part,extra_heavy_duty_part,premium_part,agm_efb_part,comments,reg_required,page,provenance,confidence
JAGUAR,XE,Petrol,2015 onward,,,3888,,Must use AGM. DO NOT jump start directly to battery - use jump points. 8515 is auxiliary battery adjacent to main battery.,Yes,72,original-transcription,guide
JAGUAR,XF,X260 2.0L Diesel,2016 onward,,,,5556,Must use AGM. DO NOT jump start directly to battery - use jump points. May also have auxiliary battery (8515).,,72,original-transcription,guide
JAGUAR,XF,X260 2.0L Petrol,2016 onward,,,,5556,Must use AGM. DO NOT jump start directly to battery - use jump points. May also have auxiliary battery (8515).,,72,original-transcription,guide
JAGUAR,XF,X260 3.0L Diesel,2016 onward,,,3884,5566,Must use AGM. DO NOT jump start directly to battery - use jump points. May also have auxiliary battery (8515).,,72,original-transcription,guide
JAGUAR,XF,X260 3.0L Petrol,2016 onward,,,3884,5566,Must use AGM. DO NOT jump start directly to battery - use jump points. May also have auxiliary battery (8515).,,72,original-transcription,guide
JAGUAR,XJ,X351,2010 to 2014,3554,3664,3888,5526,Must use AGM. DO NOT jump start directly to battery - use jump points. May also have auxiliary battery (8515).,,72,original-transcription,guide
JAGUAR,XJ,Series 2 V12,1974 to 1979,3554,3664,3888,5536,Stop Start must use AGM. DO NOT jump start directly to battery - use jump points. Refer to dealer for battery registration.,Yes,72,original-transcription,guide
JAGUAR,XJ12,Series 1 2 5.3L V12,1972 to 1997,4505,3664,3662,5536,Battery in boot.,,72,original-transcription,guide
JAGUAR,XJ12,6.0L V12,1994 to 1997,,3664,3554,5536,Battery in boot.,,72,original-transcription,guide
JAGUAR,XJ12,V12,1987 to 1994,,3664,3888,5526,Battery in boot.,,72,original-transcription,guide
JAGUAR,XJ6,Series 1 4.2L 6 Cyl,1969 to 1974,4505,3664,3662,5536,Battery in boot.,,72,original-transcription,guide
JAGUAR,XJ6,Series 2 4.2L 6 Cyl,1974 to 1979,3554,3664,3662,5536,Battery in boot.,,72,original-transcription,guide
JAGUAR,XJ6,Series 3 4.2L 6 Cyl,1979 to 1988,3554,3664,3662,5536,Battery in boot.,,72,original-transcription,guide
JAGUAR,XJ6,3.2L 6 Cyl,1987 to 1994,3554,3664,3662,5526,Battery in boot.,,72,original-transcription,guide
JEEP,CHEROKEE,XJ 2.5L 4.0L,1994 to 2001,,2502,,2542,,,73,original-transcription,guide
JEEP,CHEROKEE,KJ 2.4L 3.7L,2001 to 2008,,2502,,2542,,,73,original-transcription,guide
JEEP,CHEROKEE,KJ 2.8L Diesel,2001 to 2008,,4505,,2544,,,73,original-transcription,guide
JEEP,CHEROKEE,KK 2.8L Diesel,2008 to 2012,,4505,,2544,,,73,original-transcription,guide
JEEP,CHEROKEE,KK 3.7L Petrol,2008 to 2012,,2502,,2542,,,73,original-transcription,guide
JEEP,CHEROKEE,KL 2.0L Diesel,2014 onward,,,,4044,Stop Start; must use EFB. Battery under front passenger seat.,Yes,73,original-transcription,guide
JEEP,CHEROKEE,KL 2.4L Petrol,2014 onward,,,,4044,Stop Start; must use EFB. Battery under front passenger seat.,Yes,73,original-transcription,guide
JEEP,CHEROKEE,KL 3.2L V6 Petrol,2014 onward,,,,4044,Stop Start; must use EFB. Battery under front passenger seat.,Yes,73,original-transcription,guide
JEEP,COMMANDER,XH 3.0L Diesel,2006 to 2010,,,3888,5566,,,73,original-transcription,guide
JEEP,COMMANDER,XH 4.7L 5.7L Petrol,2006 to 2010,,2502,3884,5566,,,73,original-transcription,guide
JEEP,COMPASS,MK 2.0L 2.4L Petrol,2007 to 2016,,4505,,2544,,,73,original-transcription,guide
JEEP,COMPASS,MK 2.2L Diesel,2012 to 2016,,4505,,2544,,,73,original-transcription,guide
JEEP,COMPASS,M6 2.4L Petrol,2017 onward,,,,4044,Stop Start; must use EFB.,Yes,73,original-transcription,guide
JEEP,COMPASS,M6 2.0L Diesel,2017 onward,,,,4044,Stop Start; must use EFB.,Yes,73,original-transcription,guide
JEEP,GRAND CHEROKEE,ZG 4.0L 5.2L,1996 to 1999,,2502,,2542,,,73,original-transcription,guide
JEEP,GRAND CHEROKEE,WJ 4.0L 4.7L,1999 to 2005,,2502,,2542,,,73,original-transcription,guide
JEEP,GRAND CHEROKEE,WJ 3.1L Diesel,1999 to 2005,,4505,,2544,,,73,original-transcription,guide
JEEP,GRAND CHEROKEE,WH 3.0L Diesel,2005 to 2010,,,3888,5566,,,73,original-transcription,guide
JEEP,GRAND CHEROKEE,WH 4.7L 5.7L 6.1L Petrol,2005 to 2010,,,3884,5566,,,73,original-transcription,guide
JEEP,GRAND CHEROKEE,WK 3.0L Diesel,2011 onward,,,3888,,Battery under front passenger seat. Auxiliary battery in engine bay on some variants.,Yes,73,original-transcription,guide
JEEP,GRAND CHEROKEE,WK 3.6L 5.7L 6.4L Petrol,2011 onward,,,3888,,Battery under front passenger seat. Auxiliary battery in engine bay on some variants.,Yes,73,original-transcription,guide
JEEP,JC,All variants,1980 to 1985,,2502,,2542,,,73,original-transcription,guide
JEEP,PATRIOT,MK 2.0L 2.4L Petrol,2007 to 2016,,4505,,2544,,,73,original-transcription,guide
JEEP,PATRIOT,MK 2.2L Diesel,2012 to 2016,,4505,,2544,,,73,original-transcription,guide
JEEP,RENEGADE,BU 1.4L 1.6L Petrol,2015 to 2019,,,,4026,Stop Start; must use EFB.,Yes,73,original-transcription,guide
JEEP,WRANGLER,TJ 4.0L,1996 to 2007,,2502,,2542,,,74,original-transcription,guide
JEEP,WRANGLER,JK 2.8L Diesel,2007 to 2018,,4505,,2544,,,74,original-transcription,guide
JEEP,WRANGLER,JK 3.6L 3.8L Petrol,2007 to 2018,,2502,,2542,,,74,original-transcription,guide
JEEP,WRANGLER,JL 2.0L Turbo Petrol,2018 onward,,,,4044,Stop Start; must use EFB. Auxiliary battery beside main battery.,Yes,74,original-transcription,guide
JEEP,WRANGLER,JL 3.6L Petrol,2018 onward,,,,4044,Stop Start; must use EFB. Auxiliary battery beside main battery.,Yes,74,original-transcription,guide
KIA,CARENS,All variants,2000 to 2002,,2502,,2542,,,74,original-transcription,guide
KIA,CARNIVAL,KV 2.5L V6,1999 to 2001,,4703,2543,5593,,,74,original-transcription,guide
KIA,CARNIVAL,VQ 2.7L V6 Petrol,2006 to 2011,,4703,2543,5593,,,74,original-transcription,guide
KIA,CARNIVAL,VQ 2.9L Diesel,2006 to 2011,,4703,2543,5593,,,74,original-transcription,guide
KIA,CARNIVAL,VQ 3.5L V6 Petrol,2011 to 2015,,4703,2543,5593,,,74,original-transcription,guide
KIA,CARNIVAL,YP 2.2L Diesel,2015 to 2020,,4703,2543,5594,,,74,original-transcription,guide
KIA,CARNIVAL,YP 3.3L V6 Petrol,2015 to 2020,,4503,2543,5582,,,74,original-transcription,guide
KIA,CARNIVAL,KA4 2.2L Diesel,2020 onward,,,,5594,Must use AGM.,Yes,74,original-transcription,guide
KIA,CARNIVAL,KA4 3.5L V6 Petrol,2020 onward,,,,5582,Must use AGM.,Yes,74,original-transcription,guide
KIA,CERATO,LD 2.0L,2004 to 2009,,2502,,2544,,,74,original-transcription,guide
KIA,CERATO,TD 2.0L,2009 to 2013,,2508,,2544,,,74,original-transcription,guide
KIA,CERATO,YD 1.8L 2.0L,2013 to 2018,,3554,2544,5526,,,74,original-transcription,guide
KIA,CERATO,BD 2.0L,2018 onward,,3554,2544,5526,,,74,original-transcription,guide
KIA,CREDOS,All variants,1998 to 2001,,2502,,2542,,,74,original-transcription,guide
KIA,GRAND CARNIVAL,VQ All variants,2006 to 2011,,4703,2543,5593,,,74,original-transcription,guide
KIA,K2700,All variants,2002 to 2004,,4703,,2543,,,74,original-transcription,guide
KIA,MAGENTIS,All variants,2001 to 2003,,2502,,2542,,,74,original-transcription,guide
KIA,MENTOR,All variants,1996 to 2000,,3552,,2541,,,74,original-transcription,guide
KIA,NIRO,DE Hybrid,2021 onward,,,,4082,Lithium 12V integrated. Refer to OEM.,Yes,74,original-transcription,guide
KIA,OPTIMA,GD 2.4L,2001 to 2003,,2502,,2542,,,75,original-transcription,guide
KIA,OPTIMA,TF 2.0L 2.4L,2011 to 2015,,4504,2544,5582,,,75,original-transcription,guide
KIA,OPTIMA,JF 2.0L 2.4L,2015 onward,,4504,2544,5582,,,75,original-transcription,guide
KIA,PICANTO,TA 1.2L,2016 to 2017,,3374,,,,,75,original-transcription,guide
KIA,PICANTO,JA 1.2L,2017 onward,,3374,,,,,75,original-transcription,guide
KIA,PREGIO,All variants,2002 to 2006,,4703,,2543,,,75,original-transcription,guide
KIA,PRO CEED,JD All variants,2013 to 2018,,,3554,5526,,,75,original-transcription,guide
KIA,RIO,BC 1.5L,2000 to 2005,,3552,,2541,,,75,original-transcription,guide
KIA,RIO,JB 1.4L 1.6L,2005 to 2011,,2544,,,,,75,original-transcription,guide
KIA,RIO,UB 1.4L 1.6L,2011 to 2017,,2544,,,,,75,original-transcription,guide
KIA,RIO,YB 1.4L,2017 onward,,3374,,,,,75,original-transcription,guide
KIA,RONDO,UN 2.0L,2008 to 2013,,2508,,2544,,,75,original-transcription,guide
KIA,RONDO,RP 2.0L,2013 onward,,3554,2544,5526,,,75,original-transcription,guide
KIA,SELTOS,SP2 2.0L,2019 onward,,3554,2544,5526,Bottom hold down clamp.,,75,original-transcription,guide
KIA,SORENTO,BL 2.5L Diesel,2003 to 2009,,4704,2543,5594,,,75,original-transcription,guide
KIA,SORENTO,BL 3.3L 3.5L Petrol,2003 to 2009,,4504,2543,5582,,,75,original-transcription,guide
KIA,SORENTO,XM 2.2L Diesel,2009 to 2015,,4704,2544,5594,,,75,original-transcription,guide
KIA,SORENTO,XM 3.5L Petrol,2009 to 2015,,4504,2544,5582,,,75,original-transcription,guide
KIA,SORENTO,UM 2.2L Diesel,2015 to 2020,,4704,2544,5594,,,75,original-transcription,guide
KIA,SORENTO,UM 3.3L 3.5L Petrol,2015 to 2020,,4504,2544,5582,,,75,original-transcription,guide
KIA,SORENTO,MQ4 2.2L Diesel,2020 onward,,,,5594,Must use AGM.,Yes,75,original-transcription,guide
KIA,SORENTO,MQ4 3.5L Petrol,2020 onward,,,,5582,Must use AGM.,Yes,75,original-transcription,guide
KIA,SOUL,AM 1.6L 2.0L,2009 to 2013,,2508,,2544,,,75,original-transcription,guide
KIA,SOUL,PS 2.0L,2014 onward,,3554,2544,5526,,,75,original-transcription,guide
KIA,SPORTAGE,JA All variants,1996 to 1999,,2502,,2542,,,75,original-transcription,guide
KIA,SPORTAGE,KM 2.0L 2.7L,2005 to 2010,,4504,2544,5582,,,76,original-transcription,guide
KIA,SPORTAGE,SL 2.0L Petrol,2010 to 2015,,4504,2544,5582,,,76,original-transcription,guide
KIA,SPORTAGE,SL 2.0L Diesel,2010 to 2015,,4704,2544,5594,,,76,original-transcription,guide
KIA,SPORTAGE,QL 2.0L Petrol,2015 to 2021,,4504,2544,5582,,,76,original-transcription,guide
KIA,SPORTAGE,QL 2.0L Diesel,2015 to 2021,,4704,2544,5594,,,76,original-transcription,guide
KIA,SPORTAGE,NQ5 2.0L Petrol,2021 onward,,,,5582,,,76,original-transcription,guide
KIA,SPORTAGE,NQ5 2.0L Diesel,2021 onward,,,,5594,Must use AGM.,Yes,76,original-transcription,guide
KIA,STINGER,CK 2.0L 3.3L,2017 onward,,,,5556,Battery in boot. Must use AGM.,Yes,76,original-transcription,guide
KIA,STONIC,YB 1.4L,2020 onward,,,3374,4026,Stop Start variant must use EFB.,,76,original-transcription,guide
LADA,CEVARO,All variants,1990 to 1992,,3552,,2541,,,76,original-transcription,guide
LADA,NIVA,All variants,1988 to 1992,,3552,,2541,,,76,original-transcription,guide
LADA,SAMARA,All variants,1988 to 1992,,3552,,2541,,,76,original-transcription,guide
LAMBORGHINI,COUNTACH,All variants,1980 to 1988,,4503,,2543,,,76,original-transcription,guide
LAMBORGHINI,DIABLO,All variants,1990 to 1995,,4503,,2543,,,76,original-transcription,guide
LAMBORGHINI,ESPADA,All variants,1968 to 1975,,4503,,2543,,,76,original-transcription,guide
LAMBORGHINI,GALLARDO,All variants,2003 to 2013,,,3772,5536,,,76,original-transcription,guide
LAMBORGHINI,HURACAN,All variants,2014 onward,,,,5536,Must use AGM.,Yes,76,original-transcription,guide
LAMBORGHINI,MURCIELAGO,All variants,2001 to 2010,,,3772,5536,,,76,original-transcription,guide
LAMBORGHINI,URUS,All variants,2018 onward,,,,5566,Must use AGM.,Yes,76,original-transcription,guide
LANCIA,BETA,All variants,1973 to 1984,,3554,,2541,,,76,original-transcription,guide
LANCIA,DELTA,All variants,1988 to 1992,,3554,,2541,,,76,original-transcription,guide
LAND ROVER,110,All variants,1984 to 1990,,4703,2543,5593,,,77,original-transcription,guide
LAND ROVER,DEFENDER,All variants,1990 to 2007,,4703,2543,5593,,,77,original-transcription,guide
LAND ROVER,DEFENDER,2.4L 2.2L Diesel,2007 to 2016,,,3888,5566,,,77,original-transcription,guide
LAND ROVER,DEFENDER,L663 P300 P400,2020 onward,,,3888,,Must use AGM. Refer to OEM before disconnecting.,Yes,77,original-transcription,guide
LAND ROVER,DEFENDER,L663 D200 D240 D250 D300,2020 onward,,,3888,,Must use AGM. Refer to OEM before disconnecting.,Yes,77,original-transcription,guide
LAND ROVER,DISCOVERY,Series 1 V8,1991 to 1998,,4703,2543,5593,,,77,original-transcription,guide
LAND ROVER,DISCOVERY,Series 1 Tdi,1991 to 1998,,4703,2543,5593,,,77,original-transcription,guide
LAND ROVER,DISCOVERY,Series 2 V8,1999 to 2004,,4703,2543,5593,,,77,original-transcription,guide
LAND ROVER,DISCOVERY,Series 2 Td5,1999 to 2004,,4703,2543,5593,,,77,original-transcription,guide
LAND ROVER,DISCOVERY 3,2.7L TDV6 Diesel,2004 to 2009,,,3888,5566,,,77,original-transcription,guide
LAND ROVER,DISCOVERY 3,4.0L 4.4L Petrol,2004 to 2009,,,3884,5566,,,77,original-transcription,guide
LAND ROVER,DISCOVERY 4,3.0L TDV6 SDV6 Diesel,2009 to 2016,,,3888,5566,Stop Start variants must use AGM.,Yes,77,original-transcription,guide
LAND ROVER,DISCOVERY 4,5.0L V8 Petrol,2009 to 2016,,,3888,5566,Stop Start variants must use AGM.,Yes,77,original-transcription,guide
LAND ROVER,DISCOVERY 5,2.0L 3.0L Diesel,2017 onward,,,3888,,Must use AGM. Auxiliary battery (8515) in engine bay.,Yes,77,original-transcription,guide
LAND ROVER,DISCOVERY 5,3.0L Petrol,2017 onward,,,3888,,Must use AGM. Auxiliary battery (8515) in engine bay.,Yes,77,original-transcription,guide
LAND ROVER,DISCOVERY SPORT,L550 2.0L Diesel,2015 onward,,,3888,,Stop Start; must use AGM. Auxiliary battery (8515).,Yes,77,original-transcription,guide
LAND ROVER,DISCOVERY SPORT,L550 2.0L Petrol,2015 onward,,,3888,,Stop Start; must use AGM. Auxiliary battery (8515).,Yes,77,original-transcription,guide
LAND ROVER,FREELANDER,1.8L 2.5L Petrol,1998 to 2006,,3554,3552,5526,,,77,original-transcription,guide
LAND ROVER,FREELANDER,2.0L Diesel,1998 to 2006,,3664,3662,5536,,,77,original-transcription,guide
LAND ROVER,FREELANDER 2,2.2L Diesel,2007 to 2014,,,3888,5566,Stop Start variants must use AGM.,Yes,77,original-transcription,guide
LAND ROVER,FREELANDER 2,3.2L Petrol,2007 to 2014,,,3884,5566,,,77,original-transcription,guide
LAND ROVER,RANGE ROVER,Classic,1970 to 1995,,4703,2543,5593,,,78,original-transcription,guide
LAND ROVER,RANGE ROVER,P38 4.0L 4.6L V8,1995 to 2002,,4703,2543,5593,,,78,original-transcription,guide
LAND ROVER,RANGE ROVER,P38 2.5L Diesel,1995 to 2002,,4703,2543,5593,,,78,original-transcription,guide
LAND ROVER,RANGE ROVER,L322 3.0L Diesel,2002 to 2012,,,3888,5566,,,78,original-transcription,guide
LAND ROVER,RANGE ROVER,L322 4.4L V8 Petrol,2002 to 2012,,,3888,5566,,,78,original-transcription,guide
LAND ROVER,RANGE ROVER,L405 3.0L 4.4L Diesel,2012 onward,,,3888,,Must use AGM. Auxiliary battery (8515) in boot.,Yes,78,original-transcription,guide
LAND ROVER,RANGE ROVER,L405 5.0L Petrol,2012 onward,,,3888,,Must use AGM. Auxiliary battery (8515) in boot.,Yes,78,original-transcription,guide
LAND ROVER,RANGE ROVER EVOQUE,L538 2.0L Petrol,2011 to 2019,,,,5556,Stop Start; must use AGM.,Yes,78,original-transcription,guide
LAND ROVER,RANGE ROVER EVOQUE,L538 2.2L Diesel,2011 to 2019,,,,5556,Stop Start; must use AGM.,Yes,78,original-transcription,guide
LAND ROVER,RANGE ROVER EVOQUE,L551 All variants,2019 onward,,,3888,,Must use AGM. MHEV system. Refer to OEM.,Yes,78,original-transcription,guide
LAND ROVER,RANGE ROVER SPORT,L320 2.7L 3.0L Diesel,2005 to 2013,,,3888,5566,,,78,original-transcription,guide
LAND ROVER,RANGE ROVER SPORT,L320 4.2L 4.4L 5.0L Petrol,2005 to 2013,,,3888,5566,,,78,original-transcription,guide
LAND ROVER,RANGE ROVER SPORT,L494 3.0L Diesel,2013 onward,,,3888,,Must use AGM. Auxiliary battery (8515).,Yes,78,original-transcription,guide
LAND ROVER,RANGE ROVER SPORT,L494 5.0L Petrol,2013 onward,,,3888,,Must use AGM. Auxiliary battery (8515).,Yes,78,original-transcription,guide
LAND ROVER,RANGE ROVER VELAR,L560 All variants,2017 onward,,,3888,,Must use AGM. Auxiliary battery (8515).,Yes,78,original-transcription,guide
LAND ROVER,SERIES II IIA III,All variants,1960 to 1984,,4703,2543,5593,,,78,original-transcription,guide
LDV,D90,2.0L Petrol,2017 onward,,,3772,5536,,,78,original-transcription,guide
LDV,D90,2.0L Diesel,2019 onward,,,3884,5556,,,78,original-transcription,guide
LDV,G10,2.0L Petrol,2015 onward,,4504,3552,5526,,,78,original-transcription,guide
LDV,G10,1.9L Diesel,2016 onward,,4704,3884,5556,,,78,original-transcription,guide
LDV,T60,2.8L Diesel,2017 onward,,,3884,5556,,,79,original-transcription,guide
LDV,V80,2.5L Diesel,2013 onward,,4703,3884,5556,,,79,original-transcription,guide
LEXUS,CT200h,ZWA10 Hybrid,2011 onward,,,,5526,Auxiliary battery in boot. Vent tube must be connected.,Yes,79,original-transcription,guide
LEXUS,ES300,All variants,1992 to 2001,,2502,,2542,,,79,original-transcription,guide
LEXUS,ES300,MCV30 All variants,2001 to 2006,,2502,,2542,,,79,original-transcription,guide
LEXUS,ES300h,AVV60 Hybrid,2013 onward,,,,5526,Auxiliary battery in boot. Vent tube must be connected.,Yes,79,original-transcription,guide
LEXUS,ES350,GSV40 All variants,2006 to 2012,,2502,2542,5556,,,79,original-transcription,guide
LEXUS,GS300,All variants,1993 to 2005,,2502,,2542,,,79,original-transcription,guide
LEXUS,GS300,GRS190 All variants,2005 to 2012,,3664,2542,5556,,,79,original-transcription,guide
LEXUS,GS450h,GWS191 Hybrid,2006 to 2012,,,,5556,Auxiliary battery in boot.,Yes,79,original-transcription,guide
LEXUS,GS450h,GWL10 Hybrid,2012 onward,,,,5556,Auxiliary battery in boot.,Yes,79,original-transcription,guide
LEXUS,GX470,All variants,2003 to 2009,,4704,2544,5594,,,79,original-transcription,guide
LEXUS,IS200,GXE10 All variants,1999 to 2005,,3554,2541,5526,,,79,original-transcription,guide
LEXUS,IS250,GSE20 All variants,2005 to 2013,,3664,2542,5556,,,79,original-transcription,guide
LEXUS,IS300h,AVE30 Hybrid,2013 onward,,,,5526,Auxiliary battery in boot. Vent tube must be connected.,Yes,79,original-transcription,guide
LEXUS,IS350,GSE31 All variants,2013 onward,,3664,2542,5556,,,79,original-transcription,guide
LEXUS,LC500,URZ100 All variants,2017 onward,,,,5556,Battery in boot. Must use AGM.,Yes,79,original-transcription,guide
LEXUS,LS400,All variants,1990 to 2000,,2502,,2542,,,79,original-transcription,guide
LEXUS,LS430,UCF30 All variants,2000 to 2006,,2502,,2542,,,79,original-transcription,guide
LEXUS,LS460,USF40 All variants,2007 to 2017,,,3664,5556,Battery in boot.,Yes,79,original-transcription,guide
LEXUS,LS600h,UVF46 Hybrid,2007 to 2017,,,,5556,Battery in boot. Auxiliary system - refer to OEM.,Yes,79,original-transcription,guide
LEXUS,LX470,All variants,1998 to 2007,,4704,2544,5594,,,80,original-transcription,guide
LEXUS,LX570,URJ201 All variants,2008 onward,,4704,2544,5594,,,80,original-transcription,guide
LEXUS,NX200t,AGZ10 All variants,2014 to 2017,,,3664,5556,,,80,original-transcription,guide
LEXUS,NX300,AGZ10 All variants,2017 onward,,,3664,5556,,,80,original-transcription,guide
LEXUS,NX300h,AYZ10 Hybrid,2014 onward,,,,5526,Auxiliary battery. Vent tube must be connected.,Yes,80,original-transcription,guide
LEXUS,RC350,GSC10 All variants,2014 onward,,3664,2542,5556,,,80,original-transcription,guide
LEXUS,RX300,MCU10 All variants,1998 to 2003,,2502,,2542,,,80,original-transcription,guide
LEXUS,RX330,MCU38 All variants,2003 to 2006,,2502,,2542,,,80,original-transcription,guide
LEXUS,RX350,GGL15 All variants,2006 to 2015,,3664,2542,5556,,,80,original-transcription,guide
LEXUS,RX350,GGL25 All variants,2015 onward,,3664,2542,5556,,,80,original-transcription,guide
LEXUS,RX450h,GYL15 Hybrid,2009 to 2015,,,,5526,Auxiliary battery. Vent tube must be connected.,Yes,80,original-transcription,guide
LEXUS,RX450h,GYL25 Hybrid,2015 onward,,,,5526,Auxiliary battery. Vent tube must be connected.,Yes,80,original-transcription,guide
LEXUS,SC430,UZZ40 All variants,2001 to 2010,,2502,,2542,,,80,original-transcription,guide
LEXUS,UX200,MZAA10 All variants,2018 onward,,,,4026,Stop Start; must use EFB.,Yes,80,original-transcription,guide
LEXUS,UX250h,MZAH10 Hybrid,2018 onward,,,,4032,Auxiliary battery. Refer to OEM.,Yes,80,original-transcription,guide
LEYLAND,MARINA,All variants,1972 to 1975,,2501,,2134,,,80,original-transcription,guide
LEYLAND,MINI,All variants,1961 to 1978,,,,2138,Battery in boot.,,80,original-transcription,guide
LEYLAND,MOKE,All variants,1966 to 1982,,,,2138,,,80,original-transcription,guide
LEYLAND,P76,All variants,1973 to 1976,,2502,,2542,,,80,original-transcription,guide
LINCOLN,CONTINENTAL,All variants,1961 to 1980,,4503,,2543,,,80,original-transcription,guide
LOTUS,ELAN,All variants,1962 to 1974,,3372,,2134,,,80,original-transcription,guide
LOTUS,ELISE,All variants,1996 onward,,,,2384,Battery behind seats.,,80,original-transcription,guide
LOTUS,ESPRIT,All variants,1976 to 2004,,3554,,2541,,,80,original-transcription,guide
LOTUS,EVORA,All variants,2009 onward,,,,2384,Battery behind seats.,,81,original-transcription,guide
LOTUS,EXIGE,All variants,2000 onward,,,,2384,Battery behind seats.,,81,original-transcription,guide
MAHINDRA,PIK-UP,2.5L Diesel,2007 onward,,4704,2544,5594,,,81,original-transcription,guide
MAHINDRA,XUV500,2.2L Diesel,2012 onward,,4504,2544,5582,,,81,original-transcription,guide
MASERATI,3200GT,All variants,1998 to 2002,,3664,3662,5536,,,81,original-transcription,guide
MASERATI,BITURBO,All variants,1981 to 1994,,3554,,2541,,,81,original-transcription,guide
MASERATI,GHIBLI,M157 3.0L Diesel,2014 onward,,,,5566,Battery in boot. Must use AGM.,Yes,81,original-transcription,guide
MASERATI,GHIBLI,M157 3.0L Petrol,2014 onward,,,,5566,Battery in boot. Must use AGM.,Yes,81,original-transcription,guide
MASERATI,GRANTURISMO,M145 4.2L 4.7L,2007 onward,,,3888,5566,Battery in boot.,,81,original-transcription,guide
MASERATI,LEVANTE,M161 3.0L Diesel,2016 onward,,,,5566,Must use AGM.,Yes,81,original-transcription,guide
MASERATI,LEVANTE,M161 3.0L Petrol,2016 onward,,,,5566,Must use AGM.,Yes,81,original-transcription,guide
MASERATI,QUATTROPORTE,M139 4.2L,2004 to 2012,,,3888,5566,Battery in boot.,,81,original-transcription,guide
MASERATI,QUATTROPORTE,M156 3.0L 3.8L,2013 onward,,,,5566,Battery in boot. Must use AGM.,Yes,81,original-transcription,guide
MAZDA,121,DA 1.3L,1987 to 1990,,,,2383,,,81,original-transcription,guide
MAZDA,121,DB 1.3L 1.5L,1990 to 1997,,,,2383,,,81,original-transcription,guide
MAZDA,121,DW Metro,1996 to 2002,,,,2383,,,81,original-transcription,guide
MAZDA,323,FA 1.3L 1.4L,1977 to 1980,,5375,,2382,,,81,original-transcription,guide
MAZDA,323,BD 1.3L 1.5L,1980 to 1985,,5375,,2382,,,81,original-transcription,guide
MAZDA,323,BF 1.6L,1985 to 1989,,5375,,2382,,,81,original-transcription,guide
MAZDA,323,BG 1.6L 1.8L,1989 to 1994,,5375,,2382,,,81,original-transcription,guide
MAZDA,323,BA 1.6L 1.8L 2.0L,1994 to 1998,,5375,,2544,,,82,original-transcription,guide
MAZDA,323,BJ Astina Protege,1998 to 2003,,5375,,2544,,,82,original-transcription,guide
MAZDA,626,CB 1.6L 2.0L,1979 to 1982,,5375,,2382,,,82,original-transcription,guide
MAZDA,626,GC 2.0L,1983 to 1987,,5375,,2382,,,82,original-transcription,guide
MAZDA,626,GD 2.2L,1987 to 1991,,2502,,2542,,,82,original-transcription,guide
MAZDA,626,GE 2.0L 2.5L,1992 to 1997,,2502,,2544,,,82,original-transcription,guide
MAZDA,626,GF 2.0L,1997 to 2002,,2502,,2544,,,82,original-transcription,guide
MAZDA,808,All variants,1972 to 1978,,5375,,2382,,,82,original-transcription,guide
MAZDA,929,LA 2.0L,1973 to 1984,,2501,,2541,,,82,original-transcription,guide
MAZDA,929,HB 2.0L,1984 to 1987,,2501,,2541,,,82,original-transcription,guide
MAZDA,929,HC 3.0L V6,1987 to 1991,,2502,,2542,,,82,original-transcription,guide
MAZDA,929,HD HE 3.0L V6,1991 to 1997,,2502,,2542,,,82,original-transcription,guide
MAZDA,B1600,All variants,1972 to 1985,,5375,,2382,,,82,original-transcription,guide
MAZDA,B2000,All variants,1985 to 1987,,5375,,2382,,,82,original-transcription,guide
MAZDA,B2200,Diesel,1981 to 1987,,4703,,2543,,,82,original-transcription,guide
MAZDA,B2500,BRAVO Diesel,1996 to 2006,,4703,2134,5593,,,82,original-transcription,guide
MAZDA,B2600,BRAVO Petrol,1987 to 2006,,2502,,2542,,,82,original-transcription,guide
MAZDA,B4000,BRAVO V6 Petrol,2005 to 2006,,4703,,3552,,,82,original-transcription,guide
MAZDA,BT-50,UN 2.5L 3.0L Diesel,2006 to 2011,,4703,2134,5593,,,82,original-transcription,guide
MAZDA,BT-50,UP UR 2.2L 3.2L Diesel,2011 to 2020,,5372,3772,5556,Some use 3772.,,82,original-transcription,guide
MAZDA,BT-50,TF 3.0L Diesel,2020 onward,,,3884,5582,,,82,original-transcription,guide
MAZDA,CX-3,DK 2.0L Petrol,2015 onward,,,,4026,Stop Start; must use EFB (Q85). Battery has vent tube.,Yes,83,original-transcription,guide
MAZDA,CX-3,DK 1.5L Diesel,2015 to 2018,,,,4026,Stop Start; must use EFB (Q85). Battery has vent tube.,Yes,83,original-transcription,guide
MAZDA,CX-30,DM 2.0L 2.5L Petrol,2020 onward,,,,4026,Stop Start; must use EFB (Q85).,Yes,83,original-transcription,guide
MAZDA,CX-5,KE 2.0L 2.5L Petrol,2012 to 2017,,,,4026,Stop Start; must use EFB (Q85).,Yes,83,original-transcription,guide
MAZDA,CX-5,KE 2.2L Diesel,2012 to 2017,,,,4036,Stop Start; must use EFB (T110).,Yes,83,original-transcription,guide
MAZDA,CX-5,KF 2.0L 2.5L Petrol,2017 onward,,,,4026,Stop Start; must use EFB (Q85).,Yes,83,original-transcription,guide
MAZDA,CX-5,KF 2.2L Diesel,2017 onward,,,,4036,Stop Start; must use EFB (T110).,Yes,83,original-transcription,guide
