make,model,variant,year,heavy_duty_part,extra_heavy_duty_part,premium_part,agm_efb_part,comments,reg_required,page,provenance,confidence
BMW,325i,"E30, 2D SEDAN",1984 to 1991,3554,3664,3772,5526,Battery in boot.,,29,original-transcription,guide
BMW,325i,"E30, 4D SEDAN",1984 to 1991,3554,3664,3772,5526,Battery in boot.,,29,original-transcription,guide
BMW,325i,"E30, 2D CABRIOLET",1986 to 1987,3554,3664,3772,5526,Battery in boot.,,29,original-transcription,guide
BMW,325i,"E36, 4D SEDAN",1991 to 1995,3554,3664,3772,5526,Battery in boot.,,30,original-transcription,guide
BMW,325i,"E46, 4D SEDAN",2000 to 2005,,,3664,5536,Battery in boot.,Yes,30,original-transcription,guide
BMW,325i,"E90, 4D SEDAN",2005 to 2012,,3664,3884,5566,Module Alert - refer to MasterFit. Stop Start variants must use AGM.,Yes,30,original-transcription,guide
BMW,325i,"E92, 2D COUPE",2012 onward,,,3772,5556,Module Alert - refer to MasterFit. Stop Start variants must use AGM.,Yes,30,original-transcription,guide
BMW,325i,"E93, 2D CONVERTIBLE",2012 onward,,,3772,5556,Module Alert - refer to MasterFit. Stop Start variants must use AGM.,Yes,30,original-transcription,guide
BMW,325ti,"E46, 3D HATCHBACK",2002 to 2005,,,3664,5536,Battery in boot.,Yes,30,original-transcription,guide
BMW,328Ci,"E46, 2D COUPE",1999 to 2000,,,3664,5556,Battery in boot.,Yes,30,original-transcription,guide
BMW,328i,"E36, 2D COUPE",1995 to 2000,,,3664,5536,Battery in boot.,,30,original-transcription,guide
BMW,328i,"E36, 4D SEDAN",1995 to 2000,,,3664,5536,Battery in boot.,,30,original-transcription,guide
BMW,328i,"E46, 4D SEDAN",1999 to 2000,,,3664,5536,Battery in boot.,Yes,30,original-transcription,guide
BMW,328i,"F30, 4D SEDAN",2012 onward,,,3884,5566,"Stop Start, must use AGM.",Yes,30,original-transcription,guide
BMW,328i,"F31, 4D WAGON",2012 onward,,,3884,5566,"Stop Start, must use AGM.",Yes,30,original-transcription,guide
BMW,328i,"F34, Coupe",2012 onward,,,3888,5556,"Stop Start, must use AGM.",Yes,30,original-transcription,guide
BMW,330Ci,"E46, 2D COUPE",2000 to 2007,,,3664,5556,Battery in boot.,Yes,30,original-transcription,guide
BMW,330Ci,"E46, 2D CONVERTIBLE",2000 to 2007,5372,3664,3772,5536,Battery in boot.,Yes,30,original-transcription,guide
BMW,330d,"E90, 4D SEDAN",2005 to 2012,,3664,3884,5556,Stop Start (Efficient Dynamics) variants must use AGM.,Yes,30,original-transcription,guide
BMW,330i,"E46, 4D SEDAN",2000 to 2005,,,3664,5536,Battery in boot.,Yes,30,original-transcription,guide
BMW,330i,"E90, 4D SEDAN",2005 to 2012,,3664,3772,5556,Stop Start variants must use AGM.,Yes,30,original-transcription,guide
BMW,330i,"F30, 4D SEDAN",2015 onward,,,3884,5566,Stop Start variants must use AGM.,Yes,30,original-transcription,guide
BMW,335i,"E90, 4D SEDAN",2005 to 2012,,3664,3772,5536,Stop Start variants must use AGM.,Yes,30,original-transcription,guide
BMW,335i,"E92, 2D COUPE",2012 onward,,,3772,5536,Stop Start variants must use AGM.,Yes,30,original-transcription,guide
BMW,335i,"E93, 2D CONVERTIBLE",2012 onward,,,3772,5536,Stop Start variants must use AGM.,Yes,30,original-transcription,guide
BMW,335i,"F30, 4D SEDAN",2012 onward,,,3884,5566,Stop Start variants must use AGM.,Yes,30,original-transcription,guide
BMW,335i,"F31, Wagon",2015 onward,,,3888,5556,,Yes,30,original-transcription,guide
BMW,335i,"F34, Coupe",2015 onward,,,3888,5556,,Yes,30,original-transcription,guide
BMW,335i,"F30, 4D SEDAN",2012 onward,3664,3772,3884,5556,Stop Start variants must use AGM.,Yes,31,original-transcription,guide
BMW,340i,"F30, 4D SEDAN",2015 onward,,,3884,5556,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,3LA,All variants,1976 to 1978,3554,3664,,,,,31,original-transcription,guide
BMW,3S,"CS, CSi",1971 to 1978,3554,3664,,,,,31,original-transcription,guide
BMW,420d,"F32, 2D COUPE",2013 onward,,,,5556,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,420d,"F33, 2D Convertible",2013 onward,,,,5556,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,420d,"F36, 5D COUPE",2013 onward,,,,5556,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,420i,"F32, 2D COUPE",2013 onward,,,,5556,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,420i,"F33, 2D Convertible",2013 onward,,,,5556,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,420i,"F36, 5D COUPE",2013 onward,,,,5556,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,428i,All variants,2013 onward,,,,5556,,Yes,31,original-transcription,guide
BMW,430i,"F32, 2D COUPE",2016 onward,,,3888,,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,430i,"F33, 2D Convertible",2016 onward,,,3888,,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,430i,"F36, 5D COUPE",2016 onward,,,3888,,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,435i,"F32, 2D COUPE",2013 onward,,,3888,,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,435i,"F33, 2D Convertible",2013 onward,,,3888,,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,435i,"F36, 5D COUPE",2013 onward,,,3888,,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,440i,"F32, 2D COUPE",2016 onward,,,3888,,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,440i,"F33, 2D Convertible",2016 onward,,,3888,,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,440i,"F36, 5D COUPE",2016 onward,,,3888,,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,5 ACTIVE HYBRID,"F10, 4D SEDAN",2012 onward,,,3888,,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,520d,"E60, 4D SEDAN",2007 to 2010,,3772,3884,5556,Some variants use AGM.,Yes,31,original-transcription,guide
BMW,520d,"F10, 4D SEDAN",2010 onward,,,3888,,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,520d,"F11, 4D WAGON",2010 onward,,,3888,,"Stop Start, must use AGM.",Yes,31,original-transcription,guide
BMW,520i,"E12, 4D SEDAN",1973 to 1978,3554,3664,,,,,31,original-transcription,guide
BMW,520i,"E28, 4D SEDAN",1983 to 1985,3554,3664,,,Battery in engine bay.,,31,original-transcription,guide
BMW,520i,"E34, 4D SEDAN",1988 to 1996,,3554,3664,5536,Battery under rear seat.,,31,original-transcription,guide
BMW,520i,"F10, 4D SEDAN",2011 onward,,,3888,,"Stop Start, must use AGM.",Yes,32,original-transcription,guide
BMW,523i,"E39, 4D SEDAN",1995 to 2000,,3664,3884,5536,Some variants use AGM.,,32,original-transcription,guide
BMW,523i,"E60, 4D SEDAN",2007 to 2010,,3772,3884,5556,,Yes,32,original-transcription,guide
