claim_id,make,model,series,year_from,year_to,engine_trim,fuel,stop_start,battery_type,source_code,standard_code,terminal_layout,cca_min,source_guide,source_year,confidence,notes
RACV-0486,BMW,750Li,"F02, 4D SEDAN",2010,,,,,,RACV 5536,,,,RACV,2022,guide,"Some variants require 2 batteries. | RACV parts EX:3772/PR:3122/AG:5536, 5536 | reg required | RACV p34"
RACV-0487,BMW,760i,"E65, 4D SEDAN",2003,2009,,,,,RACV 5566,,,,RACV,2022,guide,Some variants require 2 batteries. | RACV parts PR:3122/AG:5566 | reg required | RACV p34
RACV-0488,BMW,760Li,"E66, 4D SEDAN",2003,2009,,,,,RACV 5566,,,,RACV,2022,guide,Some variants require 2 batteries. | RACV parts PR:3122/AG:5566 | reg required | RACV p34
RACV-0489,BMW,840Ci,"E31, 2D COUPE",1990,2000,,,,,RACV 5556,,,,RACV,2022,guide,Battery under drivers seat. | RACV parts PR:3084/AG:5556/5536 | reg required | RACV p34
RACV-0490,BMW,850Ci,"E31, 2D COUPE",1990,2000,,,,,RACV 5526,,,,RACV,2022,guide,Refer to Workshop. | RACV parts PR:3772/AG:5526 | reg required | RACV p34
RACV-0491,BMW,i3,101,2014,,,,,,RACV 5536,,,,RACV,2022,guide,Battery under drivers seat. | RACV parts PR:3884/AG:5536 | reg required | RACV p34
RACV-0492,BMW,L7,4D SALOON,1998,2002,,,,,RACV 5536,,,,RACV,2022,guide,Battery under drivers seat. | RACV parts PR:3664/AG:5536 | reg required | RACV p34
RACV-0493,BMW,M,2D COUPE,1998,2001,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts EX:3664/PR:2333/AG:5536 | reg required | RACV p34
RACV-0494,BMW,M,2D ROADSTER,1998,2001,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3664/AG:5536 | reg required | RACV p34
RACV-0495,BMW,M140i,"F20, 5D HATCHBACK",2016,,,,,,RACV 5556,,,,RACV,2022,guide,RACV parts AG:5556 | reg required | RACV p34
RACV-0496,BMW,M235i,"F22, 2D COUPE",2014,,,,,,RACV 5556,,,,RACV,2022,guide,RACV parts AG:5556 | reg required | RACV p34
RACV-0497,BMW,M235i,"F23, 2D Convertible",2014,2016,,,,,RACV 5556,,,,RACV,2022,guide,Battery in boot. | RACV parts AG:5556 | reg required | RACV p35
RACV-0498,BMW,M240i,"F22, 2D COUPE",2016,,,,,,RACV 5556,,,,RACV,2022,guide,Battery in boot. | RACV parts AG:5556 | reg required | RACV p35
RACV-0499,BMW,M3,"E30, 2D COUPE",1986,1991,,,,,RACV 3664,,,,RACV,2022,guide,Battery in boot. | RACV parts HE:3554/EX:3664 | RACV p35
RACV-0500,BMW,M3,"E36, 2D COUPE",1994,2000,,,,,RACV 5536,,,,RACV,2022,guide,Battery in boot. | RACV parts PR:3664/AG:5536 | RACV p35
RACV-0501,BMW,M3,"E46, 2D COUPE",2001,2008,,,,,RACV 5536,,,,RACV,2022,guide,Battery in boot. | RACV parts PR:3664/AG:5536 | reg required | RACV p35
RACV-0502,BMW,M3,"E90, 4D SEDAN",2008,2014,,,,,RACV 5536,,,,RACV,2022,guide,"RACV parts EX:3554/PR:3772/AG:5536, 5888 | reg required | RACV p35"
RACV-0503,BMW,M3,"E92, 2D COUPE",2008,2014,,,,,RACV 5536,,,,RACV,2022,guide,"RACV parts EX:3554/PR:3772/AG:5536, 5888 | reg required | RACV p35"
RACV-0504,BMW,M3,"E93, 2D CONVERTIBLE",2008,2014,,,,,RACV 5556,,,,RACV,2022,guide,RACV parts EX:3772/PR:3884/AG:5556 | reg required | RACV p35
RACV-0505,BMW,M4,"F82, F83",2014,,,,,,RACV 5556,,,,RACV,2022,guide,CAUTION! Lithium ion battery installed - Refer to Workshop. | RACV parts EX:3772/PR:3884/AG:5556 | reg required | RACV p35
RACV-0506,BMW,M5,"E34, 4D SEDAN",1990,1993,,,,,RACV 4888,,,,RACV,2022,guide,Battery under rear seat. | RACV parts HE:3554/EX:3664/PR:4888 | RACV p35
RACV-0507,BMW,M5,"E39, 4D SEDAN",1999,2003,,,,,RACV 5536,,,,RACV,2022,guide,Positive jump point is on engine under Black cover. | RACV parts PR:4884/AG:5536 | reg required | RACV p35
RACV-0508,BMW,M5,"E60, 4D SEDAN",2005,2010,,,,AGM,RACV 3888,,,,RACV,2022,guide,Must use AGM. | RACV parts PR:3888 | reg required | RACV p35
RACV-0509,BMW,M5,"F10, 4D SEDAN",2012,2018,,,,AGM,RACV 3888,,,,RACV,2022,guide,Must use AGM. | RACV parts PR:3888 | reg required | RACV p35
RACV-0510,BMW,M5,F90,2018,,,,,,RACV 3888,,,,RACV,2022,guide,Lithium battery required. Refer to OEM. | RACV parts PR:3888 | reg required | RACV p35
RACV-0511,BMW,M6,"E63, 2D COUPE",2005,2010,,,,,RACV 3888,,,,RACV,2022,guide,Battery in engine bay. | RACV parts PR:3888 | reg required | RACV p35
RACV-0512,BMW,M6,"F06, 4D COUPE",2012,,,,,AGM,RACV 3888,,,,RACV,2022,guide,Must use AGM. | RACV parts PR:3888 | reg required | RACV p35
RACV-0513,BMW,M6,"F12, 4D COUPE",2012,,,,,AGM,RACV 3888,,,,RACV,2022,guide,Must use AGM. | RACV parts PR:3888 | reg required | RACV p35
RACV-0514,BMW,M6,"F13, 2D COUPE",2012,,,,,AGM,RACV 3888,,,,RACV,2022,guide,Must use AGM. | RACV parts PR:3888 | reg required | RACV p35
RACV-0515,BMW,X1,"E84, Diesel",2010,2015,,,Y,AGM,RACV 5556,,,,RACV,2022,guide,"Stop Start, must use AGM. | RACV parts EX:2332/PR:3888/AG:5556 | reg required | RACV p35"
RACV-0516,BMW,X1,"E84, Petrol",2010,2015,,,Y,AGM,RACV 5536,,,,RACV,2022,guide,"Stop Start, must use AGM. | RACV parts EX:2332/PR:2888/AG:5536 | reg required | RACV p35"
RACV-0517,BMW,X1,"F48, Diesel",2015,,,,,AGM,RACV 5556,,,,RACV,2022,guide,Must use AGM. Module Alert - refer to MasterFit. | RACV parts AG:5556 | reg required | RACV p35
RACV-0518,BMW,X1,"F48, Petrol",2015,,,,,AGM,RACV 5556,,,,RACV,2022,guide,Must use AGM. Module Alert - refer to MasterFit. | RACV parts AG:5556 | reg required | RACV p35
RACV-0519,BMW,X2,"F39, 2.0L, Petrol",2017,,,,,,RACV 5556,,,,RACV,2022,guide,"Some fit 5536, some fit 5556. Difficult fitment, recommend refer to workshop. | RACV parts AG:5556 | reg required | RACV p35"
RACV-0520,BMW,X2,"F39, 2.0L, Diesel",2017,,,,,,RACV 5556,,,,RACV,2022,guide,"Some fit 5536, some fit 5556. Difficult fitment, recommend refer to workshop. | RACV parts AG:5556 | reg required | RACV p35"
RACV-0521,BMW,X3,"E83, 2.0d, Diesel",2004,2008,,,,,RACV 5556,,,,RACV,2022,guide,Battery in boot. | RACV parts HE:3554/EX:3664/PR:3884/AG:5556 | RACV p35
RACV-0522,BMW,X3,"E83, 2.5i, Petrol",2004,2008,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:3664/EX:3772/PR:3884/AG:5536 | reg required | RACV p36
RACV-0523,BMW,X3,"E83, 2.5si, Petrol",2004,2008,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:3664/EX:3772/PR:3884/AG:5536 | reg required | RACV p36
RACV-0524,BMW,X3,"E83, 3.0d, Diesel",2004,2008,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:3664/EX:3772/PR:3884/AG:5536 | reg required | RACV p36
RACV-0525,BMW,X3,"E83, 3.0i, Petrol",2004,2008,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:3664/EX:3772/PR:3884/AG:5536 | reg required | RACV p36
RACV-0526,BMW,X3,"E83, 3.0si, Petrol",2004,2008,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:3664/EX:3772/PR:3884/AG:5536 | reg required | RACV p36
RACV-0527,BMW,X3,"E83, X Drive 20d, Diesel",2008,2011,,,,,RACV 5556,,,,RACV,2022,guide,Some variants use AGM. Top hold down. | RACV parts HE:3664/EX:3772/PR:3884/AG:5556 | reg required | RACV p36
RACV-0528,BMW,X3,"E83, X Drive 25i, Petrol",2008,2011,,,,,RACV 5536,,,,RACV,2022,guide,Some variants use AGM. Top hold down. | RACV parts HE:3664/EX:3772/PR:3884/AG:5536 | reg required | RACV p36
RACV-0529,BMW,X3,"E83, X Drive 30d, Diesel",2008,2011,,,,,RACV 5556,,,,RACV,2022,guide,Some variants use AGM. Top hold down. | RACV parts HE:3664/EX:3772/PR:3884/AG:5556 | reg required | RACV p36
RACV-0530,BMW,X3,"E83, X Drive 30i, Petrol",2008,2011,,,,,RACV 5536,,,,RACV,2022,guide,Some variants use AGM. Top hold down. | RACV parts HE:3664/EX:3772/PR:3884/AG:5536 | reg required | RACV p36
RACV-0531,BMW,X3,"F25, X Drive 20d, Diesel",2011,,,,,AGM,RACV 5556,,,,RACV,2022,guide,Must use AGM. | RACV parts EX:3772/PR:3884/AG:5556 | reg required | RACV p36
RACV-0532,BMW,X3,"F25, X Drive 20i, Petrol",2011,,,,,AGM,RACV 5556,,,,RACV,2022,guide,Must use AGM. | RACV parts EX:3772/PR:3884/AG:5556 | reg required | RACV p36
RACV-0533,BMW,X3,"F25, X Drive 28i, Petrol",2011,,,,,AGM,RACV 5556,,,,RACV,2022,guide,Must use AGM. | RACV parts EX:3772/PR:3884/AG:5556 | reg required | RACV p36
RACV-0534,BMW,X3,"F25, X Drive 30d, Diesel",2011,,,,,AGM,RACV 5556,,,,RACV,2022,guide,Must use AGM. | RACV parts EX:3772/PR:3884/AG:5556 | reg required | RACV p36
RACV-0535,BMW,X5,E53,2000,2007,,,,,RACV 5556,,,,RACV,2022,guide,Battery in boot under spare wheel. | RACV parts HE:3664/EX:3772/PR:3884/AG:5556 | RACV p36
RACV-0536,BMW,X5,E70,2007,2013,,,,,RACV 5566,,,,RACV,2022,guide,MODULE ALERT - refer PDF. Some variants use AGM. Drive car to clear error codes. | RACV parts EX:3772/PR:3884/AG:5566 | reg required | RACV p36
RACV-0537,BMW,X5,"F15, Diesel",2013,,,,Y,AGM,RACV 5566,,,,RACV,2022,guide,"Stop Start, must use AGM. | RACV parts PR:3884/AG:5566 | reg required | RACV p36"
RACV-0538,BMW,X5,"F15, Petrol",2013,,,,Y,AGM,RACV 5566,,,,RACV,2022,guide,"Stop Start, must use AGM. | RACV parts PR:3884/AG:5566 | reg required | RACV p36"
RACV-0539,BMW,X6,E71,2008,2014,,,,,RACV 5566,,,,RACV,2022,guide,May have small AGM battery adjacent to main battery. refer to OEM. | RACV parts HE:3664/EX:3772/PR:3884/AG:5566 | reg required | RACV p36
RACV-0540,BMW,X6,"F16, Petrol",2015,,,,,AGM,RACV 5566,,,,RACV,2022,guide,Must use AGM. | RACV parts HE:3664/EX:3772/PR:3884/AG:5566 | reg required | RACV p36
RACV-0541,BMW,X6,"F16, Diesel",2015,,,,,AGM,RACV 5566,,,,RACV,2022,guide,Must use AGM. | RACV parts HE:3664/EX:3772/PR:3884/AG:5566 | reg required | RACV p36
RACV-0542,BMW,Z3,All variants,1997,2002,,,,,RACV 5536,,,,RACV,2022,guide,5344 is starter battery; 3888 is auxiliary battery. Batteries in Boot. | RACV parts EX:3554/PR:3664/AG:5536 | reg required | RACV p36
RACV-0543,BMW,Z4,"E85, Roadster [soft top]",2003,2009,,,,,RACV 5536,,,,RACV,2022,guide,5344 is starter battery; 3888 is auxiliary battery. Batteries in Boot. | RACV parts EX:3554/PR:3664/AG:5536 | reg required | RACV p36
RACV-0544,BMW,[MISSING],"E86, Coupe (hard top)",2003,2009,,,,,RACV 5526,,,,RACV,2022,guide,Module Alert - refer to MasterFit. | RACV parts EX:3554/AG:5526 | RACV p37
RACV-0545,BMW,[MISSING],"E89, Roadster (soft top)",2009,,,,,AGM,RACV 5536,,,,RACV,2022,guide,Module Alert - refer to MasterFit. Must use AGM. | RACV parts EX:3554/AG:5536 | reg required | RACV p37
RACV-0546,BMW ALPINA,B7,G12,2016,2018,,,,,RACV 3888,,,,RACV,2022,guide,RACV parts PR:3888 | reg required | RACV p37
RACV-0547,BUICK,ELECTRA,All variants,1960,1970,,,,,RACV 5593,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/AG:5593 | RACV p37
RACV-0548,BUICK,RIVIERA,All variants,1960,1970,,,,,RACV 5593,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/AG:5593 | RACV p37
RACV-0549,CADILLAC,DE VILLE,All variants,1960,1973,,,,,RACV 4503,,,,RACV,2022,guide,RACV parts HE:4503 | RACV p37
RACV-0550,CATERHAM,SEVEN,All variants,2007,,,,,,RACV 3372,,,,RACV,2022,guide,RACV parts EX:3372 | RACV p37
RACV-0551,CATERHAM,SUPER 7,All variants,1994,1998,,,,,RACV 3372,,,,RACV,2022,guide,RACV parts EX:3372 | RACV p37
RACV-0552,CHERY,J1,All variants,2011,,,,,,RACV 5526,,,,RACV,2022,guide,Some fit 3554; some fit 2135. | RACV parts HE:3554/PR:2135/AG:5526 | RACV p37
RACV-0553,CHERY,J11,All variants,2011,,,,,,RACV 4503,,,,RACV,2022,guide,RACV parts HE:4503 | RACV p37
RACV-0554,CHERY,J3,All variants,2011,,,,,,RACV 3554,,,,RACV,2022,guide,RACV parts HE:3554 | RACV p37
RACV-0555,CHEVROLET,BEL AIR,All variants,1960,1981,,,,,RACV 4503,,,,RACV,2022,guide,RACV parts HE:4503 | RACV p37
RACV-0556,CHEVROLET,C20,All variants,1960,1981,,,,,RACV 4503,,,,RACV,2022,guide,RACV parts HE:4503 | RACV p37
RACV-0557,CHEVROLET,C30,All variants,1960,1981,,,,,RACV 4503,,,,RACV,2022,guide,RACV parts HE:4503 | RACV p37
RACV-0558,CHEVROLET,CAMARO,All variants,1960,1981,,,,,RACV 4503,,,,RACV,2022,guide,RACV parts HE:4503 | RACV p37
RACV-0559,CHEVROLET,CAMARO,"V8, 6.2L, Petrol",2018,,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts AG:5536 | RACV p37
RACV-0560,CHEVROLET,CORVETTE,All variants,1960,1981,,,,,RACV 4503,,,,RACV,2022,guide,RACV parts HE:4503 | RACV p37
RACV-0561,CHEVROLET,IMPALA,All variants,1960,1981,,,,,RACV 4503,,,,RACV,2022,guide,RACV parts HE:4503 | RACV p37
RACV-0562,CHRYSLER,TRUCK,Grey import,2014,2018,,,,,RACV 3772,,,,RACV,2022,guide,2 x 3664 in engine bay required. | RACV parts EX:3664/AG:3772 | RACV p38
RACV-0563,CHRYSLER,300,C,2005,2012,,,,,RACV 5556,,,,RACV,2022,guide,Battery in boot. | RACV parts EX:5372/PR:3772/AG:5556 | RACV p38
RACV-0564,CHRYSLER,300,Limited; LX,2012,,,,,,RACV 5556,,,,RACV,2022,guide,Battery in boot. | RACV parts PR:3884/AG:5556 | RACV p38
RACV-0565,CHRYSLER,300,"C, S, SRT",2012,,,,,,RACV 5556,,,,RACV,2022,guide,Battery in boot. | RACV parts PR:3772/AG:5556 | RACV p38
RACV-0566,CHRYSLER,750KG,Ute,1971,1978,,,,,RACV 5556,,,,RACV,2022,guide,Battery in boot. | RACV parts EX:2502/PR:2542/AG:5556 | RACV p38
RACV-0567,CHRYSLER,CENTURA,All variants,1975,1978,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts EX:2502/AG:2542 | RACV p38
RACV-0568,CHRYSLER,CHARGER,All variants,1971,1978,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts EX:2502/AG:2542 | RACV p38
RACV-0569,CHRYSLER,CHRYSLER,All variants,1971,1976,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts EX:2502/AG:2542 | RACV p38
RACV-0570,CHRYSLER,CROSSFIRE,All variants,2003,2009,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts EX:3664/AG:2542 | RACV p38
RACV-0571,CHRYSLER,DODGE,All variants,1967,1969,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts EX:2502/AG:2542 | RACV p38
RACV-0572,CHRYSLER,GALANT,All variants,1971,1977,,,,,RACV 2135,,,,RACV,2022,guide,RACV parts EX:2502/AG:2135 | RACV p38
RACV-0573,CHRYSLER,GRAND VOYAGER,GS,1997,2001,,,,,RACV 3665,,,,RACV,2022,guide,RACV parts PR:3665 | RACV p38
RACV-0574,CHRYSLER,GRAND VOYAGER,RG,2001,2004,,,,,RACV 3665,,,,RACV,2022,guide,RACV parts PR:3665 | RACV p38
RACV-0575,CHRYSLER,GRAND VOYAGER,RG Upgrade,2004,2008,,,,,RACV 3662,,,,RACV,2022,guide,RACV parts PR:3662 | RACV p38
RACV-0576,CHRYSLER,GRAND VOYAGER,RT; Diesel,2008,2011,,,,AGM,RACV 1020,,,,RACV,2022,guide,Must use Spiral AGM. | RACV parts PR:4503/AG:1020 | RACV p38
RACV-0577,CHRYSLER,GRAND VOYAGER,RT; Petrol,2011,,,,,AGM,RACV 5556,,,,RACV,2022,guide,Must use AGM. | RACV parts PR:2136/AG:5556 | RACV p38
RACV-0578,CHRYSLER,LANCER,All variants,1974,1981,,,,,RACV 3551,,,,RACV,2022,guide,RACV parts EX:3372/AG:3551 | RACV p38
RACV-0579,CHRYSLER,NEON,All variants,1996,1999,,,,,RACV 3552,,,,RACV,2022,guide,RACV parts EX:3554/AG:3552 | RACV p38
RACV-0580,CHRYSLER,NEON,All variants,2000,2002,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts EX:2502/AG:2542 | RACV p38
RACV-0581,CHRYSLER,PT CRUISER,All variants,2000,2010,,,,,RACV 5526,,,,RACV,2022,guide,Battery under Air Filter. | RACV parts EX:3554/PR:3552/AG:5526 | RACV p38
RACV-0582,CHRYSLER,REGAL,V6,1963,1981,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts EX:2502/AG:2542 | RACV p38
RACV-0583,CHRYSLER,REGAL,V8,1963,1981,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts EX:2502/AG:2542 | RACV p38
RACV-0584,CHRYSLER,ROYAL,All variants,1960,1963,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts EX:5375/AG:2541 | RACV p38
RACV-0585,CHRYSLER,SEBRING,All variants,2007,,,,,,RACV 5536,,,,RACV,2022,guide,Workshop fitment; battery under front guard. | RACV parts EX:2502/PR:2542/AG:5536 | RACV p38
RACV-0586,CHRYSLER,VALIANT,All variants,1962,1981,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts EX:2502/AG:2542 | RACV p38
RACV-0587,CHRYSLER,VIPER,All variants,2002,2003,,,,,RACV 3665,,,,RACV,2022,guide,RACV parts EX:2502/AG:3665 | RACV p38
RACV-0588,CITROEN,AX,All variants,1991,1993,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts EX:5344/PR:3662/AG:5526 | RACV p39
RACV-0589,CITROEN,BERLINGO,1.4L Petrol,1999,2003,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts EX:5344/PR:3554/AG:5526 | RACV p39
RACV-0590,CITROEN,BERLINGO,1.4L Petrol,2003,2010,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts EX:5344/PR:3554/AG:5526 | RACV p39
RACV-0591,CITROEN,BERLINGO,1.6L Diesel,2003,2010,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3664/AG:5536 | RACV p39
RACV-0592,CITROEN,BERLINGO,1.6L Diesel,2009,,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3664/AG:5536 | RACV p39
RACV-0593,CITROEN,BERLINGO,1.6L Petrol,2009,,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts HE:3554/EX:3664/PR:5536/AG:5526 | RACV p39
RACV-0594,CITROEN,BX,1,1986,1994,,,,,RACV 5536,,,,RACV,2022,guide,Check height clearance; variants with battery under headlight require Workshop fitment. | RACV parts EX:2502/PR:2541/AG:5536 | RACV p39
RACV-0595,CITROEN,BX,16,1986,1994,,,,,RACV 5526,,,,RACV,2022,guide,Check height clearance; variants with battery under headlight require Workshop fitment. | RACV parts EX:3554/PR:3664/AG:5526 | RACV p39
RACV-0596,CITROEN,BX,19,1986,1994,,,,,RACV 4526,,,,RACV,2022,guide,Check height clearance; variants with battery under headlight require Workshop fitment. | RACV parts HE:3372/EX:5344/PR:4526 | RACV p39
RACV-0597,CITROEN,C2,All variants,2004,2008,,,,,RACV 3554,,,,RACV,2022,guide,RACV parts HE:3554 | RACV p39
RACV-0598,CITROEN,C3,HDI; Diesel,2002,2009,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts EX:3554/PR:3554/AG:5526 | RACV p39
RACV-0599,CITROEN,C3,Petrol,2002,2009,,,,,RACV 3554,,,,RACV,2022,guide,RACV parts HE:3372/PR:4344/AG:3554 | RACV p39
RACV-0600,CITROEN,C3,A5; Petrol,2010,2013,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts EX:3554/PR:3554/AG:5526 | RACV p39
RACV-0601,CITROEN,C3,A5; Diesel,2010,2013,,,,,RACV 3372,,,,RACV,2022,guide,RACV parts HE:3372 | RACV p39
RACV-0602,CITROEN,C3,"A5 upgrade, 1.2L, Petrol",2013,2015,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts EX:5344/PR:3155/AG:5536 | RACV p39
RACV-0603,CITROEN,C3,"A5 upgrade, 1.6L, Petrol",2013,2015,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts EX:5344/PR:3155/AG:5536 | RACV p39
RACV-0604,CITROEN,C3,All variants,2017,,,,,,RACV 4036,,,,RACV,2022,guide,RACV parts AG:4036 | RACV p39
RACV-0605,CITROEN,C4,"1.6L, Petrol",2005,2011,,,,,RACV 5526,,,,RACV,2022,guide,Some variants do not need registration. | RACV parts EX:5344/PR:3554/AG:5526 | reg required | RACV p39
RACV-0606,CITROEN,C4,"1.6L, HDi; Diesel",2005,2011,,,,,RACV 5526,,,,RACV,2022,guide,Some variants do not need registration. | RACV parts EX:5344/PR:3554/AG:5526 | reg required | RACV p39
RACV-0607,CITROEN,C4,"2.0L, Petrol",2005,2011,,,,,RACV 5526,,,,RACV,2022,guide,Some variants do not need registration. | RACV parts EX:3554/PR:3554/AG:5526 | reg required | RACV p39
RACV-0608,CITROEN,C4,"2.0L, HDi; Diesel",2005,2011,,,Y,AGM,RACV 5536,,,,RACV,2022,guide,Stop Start; must use AGM. | RACV parts PR:3664/AG:5536 | reg required | RACV p39
RACV-0609,CITROEN,C4,"B7, 1.6L, Diesel",2011,2015,,,Y,AGM,RACV 5536,,,,RACV,2022,guide,Stop Start; must use AGM. | RACV parts PR:3664/AG:5536 | reg required | RACV p39
RACV-0610,CITROEN,C4,"B7, 1.6L, Petrol",2011,2015,,,Y,AGM,RACV 5536,,,,RACV,2022,guide,Stop Start; must use AGM. | RACV parts PR:3554/AG:5536 | reg required | RACV p39
RACV-0611,CITROEN,C4,"B7, 1.2L, Petrol",2015,,,,Y,AGM,RACV 5536,,,,RACV,2022,guide,Stop Start; must use AGM. | RACV parts PR:2544/AG:5536 | reg required | RACV p39
RACV-0612,CITROEN,C4 AIRCROSS,10M,2012,2014,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3664/AG:5536 | RACV p39
RACV-0613,CITROEN,C4 CACTUS,All variants,2016,,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts AG:5536 | RACV p39
RACV-0614,CITROEN,C4 GRAND PICASSO,All variants,2013,2014,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3664/AG:5536 | RACV p40
RACV-0615,CITROEN,C4 GRAND PICASSO,All variants,2007,2016,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3664/AG:5536 | RACV p40
RACV-0616,CITROEN,C4 PICASSO,Petrol,2007,2016,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts PR:3554/AG:5526 | RACV p40
RACV-0617,CITROEN,C4 PICASSO,Diesel,2001,2008,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3664/AG:5536 | RACV p40
RACV-0618,CITROEN,C5,"2.0L, Petrol",2001,2008,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts PR:3554/AG:5526 | RACV p40
RACV-0619,CITROEN,C5,"V6, Petrol",2001,2008,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3664/AG:5536 | RACV p40
RACV-0620,CITROEN,C5,Diesel,2001,2008,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3664/AG:5536 | RACV p40
RACV-0621,CITROEN,C5,"X7, Diesel",2008,,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts PR:3554/AG:5526 | RACV p40
RACV-0622,CITROEN,C5,"X7, Petrol",2008,,,,,,RACV 5556,,,,RACV,2022,guide,RACV parts PR:3664/AG:5556 | RACV p40
RACV-0623,CITROEN,C6,"3.0L HDi, Diesel",2006,2013,,,,,RACV 5556,,,,RACV,2022,guide,RACV parts PR:3554/AG:5556 | RACV p40
RACV-0624,CITROEN,C6,"HDI, 2.7L, Diesel",2006,2013,,,,,RACV 5556,,,,RACV,2022,guide,RACV parts EX:3554/PR:3888/AG:5556 | RACV p40
RACV-0625,CITROEN,C6,"V6, Petrol",2006,2013,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3122/AG:5536 | RACV p40
RACV-0626,CITROEN,CX,All variants,1976,1985,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts EX:2502/PR:2542/AG:5536 | RACV p40
RACV-0627,CITROEN,DISPATCH,"25IE, 25GTi",1984,1985,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3372/AG:5536 | RACV p40
RACV-0628,CITROEN,DS3,All variants,2010,,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts PR:3554/AG:5526 | RACV p40
RACV-0629,CITROEN,DS3,All variants,2012,,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3122/AG:5536 | RACV p40
RACV-0630,CITROEN,DS4,All variants,2011,,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3122/AG:5536 | RACV p40
RACV-0631,CITROEN,DS5,All variants,2012,,,,,,RACV 5556,,,,RACV,2022,guide,RACV parts EX:3122/PR:3664/AG:5556 | RACV p40
RACV-0632,CITROEN,GS,All variants,1972,1978,,,,,RACV 5536,,,,RACV,2022,guide,Check height clearance; variants with battery under headlight require Workshop fitment. | RACV parts PR:3552/AG:5536 | RACV p40
RACV-0633,CITROEN,G,All variants,1975,1976,,,,,RACV 5536,,,,RACV,2022,guide,Check height clearance; variants with battery under headlight require Workshop fitment. | RACV parts PR:3552/AG:5536 | RACV p40
RACV-0634,CITROEN,XANTIA,Series 1,1994,1998,,,,,RACV 5526,,,,RACV,2022,guide,Check height clearance; variants with battery under headlight require Workshop fitment. | RACV parts EX:3554/PR:3664/AG:5526 | RACV p40
RACV-0635,CITROEN,XANTIA,Series 2,1998,2001,,,,,RACV 5526,,,,RACV,2022,guide,Check height clearance; variants with battery under headlight require Workshop fitment. | RACV parts EX:3554/PR:3664/AG:5526 | RACV p40
RACV-0636,CITROEN,XM,All variants,1991,2000,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts EX:3554/PR:3664/AG:5526 | RACV p40
RACV-0637,CITROEN,XSARA,All variants,1998,2005,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts PR:3554/AG:5526 | RACV p40
RACV-0638,DAEWOO,CIELO,All variants,1995,1998,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts EX:2502/AG:2542 | RACV p41
RACV-0639,DAEWOO,ESPERO,All variants,1995,1997,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts EX:3552/AG:2541 | RACV p41
