claim_id,make,model,series,year_from,year_to,engine_trim,fuel,stop_start,battery_type,source_code,standard_code,terminal_layout,cca_min,source_guide,source_year,confidence,notes
RACV-0640,DAEWOO,KALOS,All variants,2003,2004,,,,,RACV 5593,,,,RACV,2022,guide,RACV parts HE:2501/EX:4703/PR:2541/AG:5593 | RACV p41
RACV-0641,DAEWOO,KORANDO,All variants,1998,2000,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/PR:2541 | RACV p41
RACV-0642,DAEWOO,LANOS,All variants,1997,2003,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts EX:5375/AG:2541 | RACV p41
RACV-0643,DAEWOO,LACETTI,All variants,2003,2004,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts EX:2501/AG:2541 | RACV p41
RACV-0644,DAEWOO,LEGANZA,All variants,1997,2003,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:2501/EX:5375/PR:2541 | RACV p41
RACV-0645,DAEWOO,MATIZ,All variants,2000,2002,,,,,RACV 2383,,,,RACV,2022,guide,RACV parts EX:2501/AG:2383 | RACV p41
RACV-0646,DAEWOO,MUSSO,All variants,1998,2002,,,,,RACV 5593,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/PR:2541/AG:5593 | RACV p41
RACV-0647,DAEWOO,NUBIRA,All variants,1997,2003,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:2501/EX:5375/PR:2541 | RACV p41
RACV-0648,DAEWOO,TACUMA,All variants,2000,2004,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts EX:5375/AG:2541 | RACV p41
RACV-0649,DAIHATSU,1000,All variants,1967,1968,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts PR:2384 | RACV p41
RACV-0650,DAIHATSU,360X,Fellow Max,1971,1973,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts PR:2384 | RACV p41
RACV-0651,DAIHATSU,APPLAUSE,A101,1989,1998,,,,,RACV 2382,,,,RACV,2022,guide,RACV parts EX:2383/PR:2382 | RACV p41
RACV-0652,DAIHATSU,APPLAUSE,A101B,1998,1999,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts PR:2384 | RACV p41
RACV-0653,DAIHATSU,CC,(Charade),1985,1986,,,,,RACV 2382,,,,RACV,2022,guide,RACV parts EX:2383/PR:2382 | RACV p41
RACV-0654,DAIHATSU,CHARADE,G10,1980,1982,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:2383/PR:2384 | RACV p41
RACV-0655,DAIHATSU,CHARADE,G10 Series 2,1982,1983,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:2383/PR:2384 | RACV p41
RACV-0656,DAIHATSU,CHARADE,G11; G100; G200,1983,1996,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:2383/PR:2384 | RACV p41
RACV-0657,DAIHATSU,CHARADE,G200B,1996,2000,,,,,RACV 2138,,,,RACV,2022,guide,RACV parts PR:2138 | RACV p41
RACV-0658,DAIHATSU,CHARADE,L251S,2003,2005,,,,,RACV 2138,,,,RACV,2022,guide,RACV parts PR:2138 | RACV p41
RACV-0659,DAIHATSU,COMPAGNO,All variants,1964,1970,,,,,RACV 2138,,,,RACV,2022,guide,RACV parts PR:2138 | RACV p41
RACV-0660,DAIHATSU,COPEN,All variants,2003,2005,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts PR:2384 | RACV p41
RACV-0661,DAIHATSU,CUORE,All variants,2000,2003,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts PR:2384 | RACV p42
RACV-0662,DAIHATSU,DELTA,Diesel,1977,1993,,,,,RACV 2383,,,,RACV,2022,guide,Requires 2 batteries. | RACV parts EX:5375/AG:2383 | RACV p42
RACV-0663,DAIHATSU,DELTA,Petrol,1977,1993,,,,,RACV 2383,,,,RACV,2022,guide,RACV parts PR:2383 | RACV p42
RACV-0664,DAIHATSU,DELTA,Twin Cab,1994,2006,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts PR:2384 | RACV p42
RACV-0665,DAIHATSU,DELTA,Petrol,1994,2006,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:4862/AG:2384 | RACV p42
RACV-0666,DAIHATSU,DELTA,Diesel,1994,2006,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:4862/AG:2384 | RACV p42
RACV-0667,DAIHATSU,DELTA,Twin Cab,1983,1984,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:4862/AG:2384 | RACV p42
RACV-0668,DAIHATSU,F20,Taft,1978,1982,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:4862/AG:2384 | RACV p42
RACV-0669,DAIHATSU,F25,Taft,1980,1982,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:4862/AG:2384 | RACV p42
RACV-0670,DAIHATSU,F50,Taft,1983,1984,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:4862/AG:2384 | RACV p42
RACV-0671,DAIHATSU,F55,Taft,1983,1984,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:4862/AG:2384 | RACV p42
RACV-0672,DAIHATSU,F60,Taft,1983,1984,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:4862/AG:2384 | RACV p42
RACV-0673,DAIHATSU,F65,Taft,1983,1984,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:4862/AG:2384 | RACV p42
RACV-0674,DAIHATSU,FEROZA,Series 1,1989,1993,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:2383/PR:2384 | RACV p42
RACV-0675,DAIHATSU,FEROZA,Series 2,1993,1999,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:2383/PR:2384 | RACV p42
RACV-0676,DAIHATSU,HANDI,All variants,1981,2002,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:2383/PR:2384 | RACV p42
RACV-0677,DAIHATSU,HI-JET,All variants,1977,1990,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts PR:2384 | RACV p42
RACV-0678,DAIHATSU,MIRA,All variants,1990,1994,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts PR:2384 | RACV p42
RACV-0679,DAIHATSU,MIRA,All variants,1994,1995,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts PR:2384 | RACV p42
RACV-0680,DAIHATSU,MOVE,All variants,1997,2000,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts PR:2384 | RACV p42
RACV-0681,DAIHATSU,PYZAR,All variants,1997,1999,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:4862/AG:2384 | RACV p42
RACV-0682,DAIHATSU,ROCKY,Diesel,1984,1999,,,,,RACV 2383,,,,RACV,2022,guide,RACV parts PR:2383 | RACV p42
RACV-0683,DAIHATSU,ROCKY,Petrol,1984,1999,,,,,RACV 2383,,,,RACV,2022,guide,RACV parts PR:2383 | RACV p42
RACV-0684,DAIHATSU,S60,Sparcar,1979,1981,,,,,RACV 2135,,,,RACV,2022,guide,RACV parts PR:2135 | RACV p42
RACV-0685,DAIHATSU,S65,Hijet,1981,1982,,,,,RACV 2385,,,,RACV,2022,guide,RACV parts PR:2385 | RACV p42
RACV-0686,DAIHATSU,SIRION,Base Model,1998,2005,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts PR:2384 | RACV p42
RACV-0687,DAIHATSU,SIRION,"Gti, Sport, SX",1998,2005,,,,,RACV 2135,,,,RACV,2022,guide,RACV parts EX:2384/PR:2135 | RACV p42
RACV-0688,DAIHATSU,TERIOS,All variants,1997,2005,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts PR:2384 | RACV p42
RACV-0689,DAIHATSU,YRV,All variants,2001,2005,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts PR:2384 | RACV p42
RACV-0690,DAIMLER,250,All variants,1968,1970,,,,,RACV 5593,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/PR:2384/AG:5593 | RACV p43
RACV-0691,DAIMLER,2.5 LITRE,All variants,1968,1979,,,,,RACV 5593,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/PR:2384/AG:5593 | RACV p43
RACV-0692,DAIMLER,DOUBLE SIX,All variants,1974,1988,,,,,RACV 3888,,,,RACV,2022,guide,RACV parts EX:4503/AG:3888 | RACV p43
RACV-0693,DAIMLER,DOUBLE SIX,All variants,1987,1997,,,,,RACV 5593,,,,RACV,2022,guide,RACV parts EX:4503/PR:3888/AG:5593 | RACV p43
RACV-0694,DAIMLER,DOUBLE SIX,All variants,1993,1997,,,,,RACV 5593,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/PR:3888/AG:5593 | RACV p43
RACV-0695,DAIMLER,SIX,All variants,1994,1997,,,,,RACV 5593,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/PR:3884/AG:5593 | RACV p43
RACV-0696,DAIMLER,SOVEREIGN,All variants,1968,1979,,,,,RACV 5593,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/PR:2384/AG:5593 | RACV p43
RACV-0697,DAIMLER,SOVEREIGN,All variants,1982,1987,,,,,RACV 5588,,,,RACV,2022,guide,RACV parts HE:4703/EX:3884/PR:5588 | RACV p43
RACV-0698,DAIMLER,SP250,All variants,1960,1964,,,,,RACV 5588,,,,RACV,2022,guide,RACV parts HE:4503/EX:2541/PR:5588 | RACV p43
RACV-0699,DAIMLER,SUPER V8,All variants,1997,2003,,,,,RACV 5588,,,,RACV,2022,guide,RACV parts HE:4703/EX:3884/PR:5588 | RACV p43
RACV-0700,DAIMLER,V8,All variants,1997,2003,,,,,RACV 5588,,,,RACV,2022,guide,RACV parts HE:4703/EX:3884/PR:5588 | RACV p43
RACV-0701,DAIMLER,VANDEN PLAS,All variants,1982,,,,,,RACV 5588,,,,RACV,2022,guide,RACV parts EX:3884/PR:5588 | RACV p43
RACV-0702,DATSUN,520,All variants,1971,1972,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:4503/AG:2384 | RACV p43
RACV-0703,DATSUN,620,All variants,1972,1979,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:4503/AG:2384 | RACV p43
RACV-0704,DATSUN,1000,All variants,1967,1971,,,,,RACV 2384,,,,RACV,2022,guide,RACV parts EX:4503/AG:2384 | RACV p43
RACV-0705,DATSUN,1200,All variants,1970,1985,,,,,RACV 2134,,,,RACV,2022,guide,RACV parts EX:4503/PR:5375/AG:2134 | RACV p43
RACV-0706,DATSUN,1300,All variants,1965,1968,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:2501/PR:2541 | RACV p43
RACV-0707,DATSUN,1600,All variants,1969,1970,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:2501/PR:2541 | RACV p43
RACV-0708,DATSUN,1800,All variants,1966,1970,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:2501/PR:2541 | RACV p43
RACV-0709,DATSUN,2000,All variants,1966,1970,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:2501/PR:2541 | RACV p43
RACV-0710,DATSUN,2300,All variants,1970,1971,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:2501/PR:2541 | RACV p43
RACV-0711,DATSUN,2400,All variants,1970,1971,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:2501/PR:2541 | RACV p43
RACV-0712,DATSUN,120Y,All variants,1974,1979,,,,,RACV 2134,,,,RACV,2022,guide,RACV parts HE:5375/PR:2134 | RACV p43
RACV-0713,DATSUN,180B,All variants,1972,1978,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541 | RACV p43
RACV-0714,DATSUN,200B,All variants,1977,1981,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541 | RACV p43
RACV-0715,DATSUN,240C,All variants,1970,1978,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541 | RACV p43
RACV-0716,DATSUN,240K,All variants,1970,1978,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541 | RACV p43
RACV-0717,DATSUN,240Z,All variants,1970,1978,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541 | RACV p43
RACV-0718,DATSUN,260C,All variants,1973,1978,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:2501/PR:2541 | RACV p43
RACV-0719,DATSUN,260Z,All variants,1973,1978,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541 | RACV p43
RACV-0720,DATSUN,280C,All variants,1978,1981,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:2501/PR:2541 | RACV p43
RACV-0721,DATSUN,BLUEBIRD,All variants,1960,1965,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts HE:2502/PR:2542 | RACV p43
RACV-0722,DE TOMASO,DEAUVILLE,All variants,1973,1986,,,,,RACV 2135,,,,RACV,2022,guide,RACV parts EX:4503/AG:2135 | RACV p44
RACV-0723,DE TOMASO,LONGCHAMP,All variants,1973,1986,,,,,RACV 2135,,,,RACV,2022,guide,RACV parts EX:4503/AG:2135 | RACV p44
RACV-0724,DE TOMASO,MANGUSTA,All variants,1968,1971,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts EX:4503/AG:2541 | RACV p44
RACV-0725,DE TOMASO,PANTERA,All variants,1968,1971,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts EX:4503/AG:2541 | RACV p44
RACV-0726,DE TOMASO,PANTERA,All variants,1973,1986,,,,,RACV 2134,,,,RACV,2022,guide,RACV parts EX:4503/AG:2134 | RACV p44
RACV-0727,DODGE,AVENGER,Diesel,2007,2010,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts EX:4505/AG:2541 | RACV p44
RACV-0728,DODGE,AVENGER,Petrol,2007,2010,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts HE:4505/EX:2542/PR:2542 | RACV p44
RACV-0729,DODGE,CALIBER,Diesel,2006,,,,,,RACV 3541,,,,RACV,2022,guide,"Workshop fitment, battery under front guard. Can fit 3554. | RACV parts EX:4505/AG:3541 | RACV p44"
RACV-0730,DODGE,CALIBER,Petrol,2006,,,,,,RACV 3541,,,,RACV,2022,guide,"Workshop fitment, battery under front guard. Can fit 3554. | RACV parts EX:4505/AG:3541 | RACV p44"
RACV-0731,DODGE,JOURNEY,Diesel,2008,,,,,,RACV 3541,,,,RACV,2022,guide,"Workshop fitment, battery under front guard. | RACV parts EX:5375/AG:3541 | RACV p44"
RACV-0732,DODGE,JOURNEY,Petrol,2008,,,,,,RACV 3541,,,,RACV,2022,guide,"Workshop fitment, battery under front guard. | RACV parts EX:5375/AG:3541 | RACV p44"
RACV-0733,DODGE,NITRO,Diesel,2007,2012,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts EX:4505/AG:2541 | RACV p44
RACV-0734,DODGE,NITRO,Petrol,2007,2012,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts EX:4505/AG:2541 | RACV p44
RACV-0735,DODGE,PHOENIX,All variants,1960,1972,,,,,RACV 5556,,,,RACV,2022,guide,RACV parts EX:2501/PR:2541/AG:5556 | RACV p44
RACV-0736,DODGE,RAM,Grey import,1994,2015,,,,,RACV 2332,,,,RACV,2022,guide,Some variants use AGM. | RACV parts PR:2332 | RACV p44
RACV-0737,DODGE,RAM,Grey import,2015,,,,,,RACV 5556,,,,RACV,2022,guide,Dual battery - refer to MasterFit. Auxiliary 3662 - refer to workshop. | RACV parts PR:3772/AG:5556 | RACV p44
RACV-0738,EUNOS,30,All variants,1992,1996,,,,,RACV 5582,,,,RACV,2022,guide,3552 can replace 2582. | RACV parts EX:2502/PR:3552/AG:5582 | RACV p44
RACV-0739,EUNOS,500,All variants,1992,1996,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts EX:4504/AG:2542 | RACV p44
RACV-0740,EUNOS,800,All variants,1992,1996,,,,,RACV 2542,,,,RACV,2022,guide,RACV parts EX:4504/AG:2542 | RACV p44
RACV-0741,EUNOS,800,All variants,1992,1996,,,,,RACV 5582,,,,RACV,2022,guide,3552 can replace 2582. | RACV parts EX:4504/PR:3552/AG:5582 | RACV p45
RACV-0742,FERRARI,275,All variants,1964,1968,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/PR:2541 | RACV p45
RACV-0743,FERRARI,308,All variants,1975,1986,,,,,RACV 5556,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/PR:2541/AG:5556 | RACV p45
RACV-0744,FERRARI,330,All variants,1964,1969,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/PR:2541 | RACV p45
RACV-0745,FERRARI,348,All variants,1990,1994,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:3664/PR:2541 | RACV p45
RACV-0746,FERRARI,360,All variants,1999,2005,,,,,RACV 3662,,,,RACV,2022,guide,RACV parts EX:4503/AG:3662 | RACV p45
RACV-0747,FERRARI,400,All variants,1975,1985,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/PR:2541/AG:5536 | RACV p45
RACV-0748,FERRARI,456,,1994,2005,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:3664/PR:2541 | RACV p45
RACV-0749,FERRARI,488,,2016,,,,,,RACV 5536,,,,RACV,2022,guide,"Workshop fitment, battery under front guard. | RACV parts AG:5536 | RACV p45"
RACV-0750,FERRARI,500,All variants,2010,,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts PR:3664/AG:5536 | RACV p45
RACV-0751,FERRARI,512,All variants,1978,1985,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:4503/EX:4703/PR:2541/AG:5536 | RACV p45
RACV-0752,FERRARI,512,All variants,1993,1995,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:3664/PR:4662/AG:5536 | RACV p45
RACV-0753,FERRARI,550,All variants,1997,2002,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:3664/PR:4662/AG:5536 | RACV p45
RACV-0754,FERRARI,575M,All variants,2002,2005,,,,,RACV 5536,,,,RACV,2022,guide,"Workshop fitment, battery under front guard. | RACV parts HE:3664/PR:3662/AG:5536 | RACV p45"
RACV-0755,FERRARI,599,All variants,2006,2011,,,,,RACV 5536,,,,RACV,2022,guide,"Workshop fitment, battery under front guard. | RACV parts HE:3664/PR:3662/AG:5536 | RACV p45"
RACV-0756,FERRARI,612,All variants,2005,2011,,,,,RACV 5536,,,,RACV,2022,guide,"Workshop fitment, battery under front guard. | RACV parts HE:3664/PR:3662/AG:5536 | RACV p45"
RACV-0757,FERRARI,CALIFORNIA,All variants,2009,,,,,,RACV 5536,,,,RACV,2022,guide,"Workshop fitment, battery under front guard. | RACV parts HE:3664/PR:3662/AG:5536 | RACV p45"
RACV-0758,FERRARI,DINO,All variants,1967,1981,,,,,RACV 5536,,,,RACV,2022,guide,Difficult fitment. Refer to Workshop. | RACV parts HE:2501/PR:2541/AG:5536 | RACV p45
RACV-0759,FERRARI,F12,All variants,2013,,,,,,RACV 5536,,,,RACV,2022,guide,"Workshop fitment, battery under front guard. | RACV parts HE:3664/PR:3541/AG:5536 | RACV p45"
RACV-0760,FERRARI,F355,All variants,1995,1997,,,,AGM,RACV 5536,,,,RACV,2022,guide,Must use AGM. | RACV parts EX:2502/PR:3554/AG:5536 | RACV p45
RACV-0761,FERRARI,F430,All variants,2005,2010,,,,,RACV 5536,,,,RACV,2022,guide,"Workshop fitment, battery under passenger foot rest. | RACV parts HE:3664/PR:3662/AG:5536 | RACV p45"
RACV-0762,FERRARI,F50,All variants,1995,1997,,,,,RACV 5536,,,,RACV,2022,guide,"Workshop fitment, battery under front guard. | RACV parts HE:2502/EX:5375/PR:2541/AG:5536 | RACV p45"
RACV-0763,FERRARI,F512M,All variants,1995,1997,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:3664/PR:3662/AG:5536 | RACV p45
RACV-0764,FERRARI,MONDIAL,All variants,1981,1994,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:3664/PR:3664/AG:5536 | RACV p45
RACV-0765,FERRARI,SUPERAMERICA,All variants,2005,2006,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:3664/PR:3664/AG:5536 | RACV p45
RACV-0766,FIAT,124,All variants,1960,1982,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0767,FIAT,125,All variants,1960,1982,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0768,FIAT,127,All variants,1960,1982,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0769,FIAT,128,All variants,1960,1982,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0770,FIAT,130,All variants,1960,1982,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0771,FIAT,131,All variants,1960,1982,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0772,FIAT,132,All variants,1960,1982,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0773,FIAT,500,Diesel,2008,2012,,,Y,,RACV 5536,,,,RACV,2022,guide,Stop Start. | RACV parts HE:5344/PR:2541/AG:5536 | RACV p46
RACV-0774,FIAT,500,All variants,2012,,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5344/PR:2541/AG:5536 | RACV p46
RACV-0775,FIAT,500,"1.2L, 1.4L, Petrol, Non-Stop Start",2008,2012,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5344/PR:2541/AG:5536 | RACV p46
RACV-0776,FIAT,500,"1.2L, 1.4L, Petrol, Stop Start",2012,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide,"Stop Start, must use EFB. | RACV parts AG:4026 | RACV p46"
RACV-0777,FIAT,500,"Twin Air, 0.9L, Petrol",2012,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide,"Stop Start, must use EFB. | RACV parts AG:4026 | RACV p46"
RACV-0778,FIAT,600,All variants,1960,1982,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0779,FIAT,850,All variants,1960,1982,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0780,FIAT,1100,All variants,1960,1982,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0781,FIAT,1500,All variants,1960,1982,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0782,FIAT,1800,All variants,1960,1982,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0783,FIAT,2300,All variants,1960,1982,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0784,FIAT,ARGENTA,All variants,1983,1985,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5536 | RACV p46
RACV-0785,FIAT,CROMA,All variants,1988,1989,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:3372/PR:3552/AG:5536 | RACV p46
RACV-0786,FIAT,DOBLO,All variants,2014,,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:3664/PR:3884/AG:5536 | RACV p46
RACV-0787,FIAT,DUCATO,All variants,1993,2006,,,,,RACV 5566,,,,RACV,2022,guide,"Battery under front guard, refer to Workshop. Some require Optima battery. | RACV parts HE:4505/PR:2541/AG:5566 | RACV p46"
RACV-0788,FIAT,DUCATO,All variants,2006,,,,,,RACV 5566,,,,RACV,2022,guide,"Battery under front guard, refer to Workshop. Some require Optima battery. | RACV parts HE:4505/PR:2541/AG:5566 | RACV p46"
RACV-0789,FIAT,FREEMONT,Diesel,2013,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide,"Workshop fitment, battery under front guard. Stop Start, must use EFB. | RACV parts HE:4503/PR:2541/AG:4026 | RACV p46"
RACV-0790,FIAT,FREEMONT,Petrol,2013,,,,Y,EFB,RACV 4026,,,,RACV,2022,guide,"Workshop fitment, battery under front guard. Stop Start, must use EFB. | RACV parts HE:5375/PR:2541/AG:4026 | RACV p46"
RACV-0791,FIAT,PANDA,"Easy, Petrol, Stop Start",2013,,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:2541 | RACV p46
RACV-0792,FIAT,PANDA,"Lounge, Petrol",2013,,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:3554/PR:2541 | RACV p46
RACV-0793,FIAT,PANDA,"Pop, Petrol",2013,,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:3554/PR:2541 | RACV p46
RACV-0794,FIAT,PANDA,"Easy, Petrol, Stop Start",2013,,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:2541 | RACV p47
RACV-0795,FIAT,PANDA,"Lounge, Petrol",2013,,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:3554/PR:2541 | RACV p47
RACV-0796,FIAT,PANDA,"Pop, Petrol",2013,,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:3554/PR:2541 | RACV p47
RACV-0797,FIAT,PUNTO,All variants,2006,,,,Y,EFB,RACV 5526,,,,RACV,2022,guide,Stop Start variants must use EFB. | RACV parts PR:2541/AG:5526 | RACV p47
RACV-0798,FIAT,PUNTO,"Sport, 5Door, Petrol",2006,2010,,,,,RACV 3552,,,,RACV,2022,guide,RACV parts EX:3554/AG:3552 | RACV p47
RACV-0799,FIAT,PUNTO,"5Door, Petrol",2009,2013,,,,,RACV 3552,,,,RACV,2022,guide,RACV parts EX:3554/AG:3552 | RACV p47
RACV-0800,FIAT,PUNTO,"3Door, Petrol",2006,2010,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts EX:3554/PR:3552/AG:5526 | RACV p47
RACV-0801,FIAT,PUNTO,"3Door, Diesel",2006,2010,,,,,RACV 5526,,,,RACV,2022,guide,RACV parts EX:5344/PR:3552/AG:5526 | RACV p47
RACV-0802,FIAT,PUNTO,All variants,2013,,,,Y,EFB,RACV 5526,,,,RACV,2022,guide,Stop Start variants must use EFB. | RACV parts PR:2541/AG:5526 | RACV p47
RACV-0803,FIAT,PANORAMA,All variants,1960,1982,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:2501/PR:2541 | RACV p47
RACV-0804,FIAT,REGATA,All variants,1985,1989,,,,,RACV 5344,,,,RACV,2022,guide,RACV parts HE:5344/EX:3664/PR:5344 | RACV p47
RACV-0805,FIAT,RITMO,All variants,2008,2010,,,,,RACV 5536,,,,RACV,2022,guide,RACV parts HE:3664/PR:3552/AG:5536 | RACV p47
RACV-0806,FIAT,SCUDO,All variants,2008,,,,,,RACV 5536,,,,RACV,2022,guide,Battery under driver's side floor. | RACV parts PR:3552/AG:5536 | RACV p47
RACV-0807,FIAT,SUPERBRAVA,All variants,1981,1985,,,,,RACV 2541,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541 | RACV p47
RACV-0808,FIAT,X1/9,All variants,1960,1983,,,,,RACV 5593,,,,RACV,2022,guide,RACV parts HE:5375/PR:2541/AG:5593 | RACV p47
RACV-0809,FORD,ANGLIA,All variants,1960,1965,,,,,RACV 2134,,,,RACV,2022,guide,RACV parts HE:2502/PR:2134 | RACV p47
